"Item_001","Item_002","Item_003","Item_004","Item_005","Item_006","Item_007","Item_008","Item_009","Item_010","Item_011","Item_012","Item_013","Item_014","Item_015","Item_016","Item_017","Item_018","Item_019","Item_020","Item_021","Item_022","Item_023","Item_024","Item_025","Item_026","Item_027","Item_028","Item_029","Item_030","Item_031","Item_032","Item_033","Item_034","Item_035","Item_036","Item_037","Item_038","Item_039","Item_040","Item_041","Item_042","Item_043","Item_044","Item_045","Item_046","Item_047","Item_048","Item_049","Item_050","Item_051","Item_052","Item_053","Item_054","Item_055","Item_056","Item_057","Item_058","Item_059","Item_060","Item_061","Item_062","Item_063","Item_064","Item_065","Item_066","Item_067","Item_068","Item_069","Item_070","Item_071","Item_072","Item_073","Item_074","Item_075","Item_076","Item_077","Item_078","Item_079","Item_080","Item_081","Item_082","Item_083","Item_084","Item_085","Item_086","Item_087","Item_088","Item_089","Item_090","Item_091","Item_092","Item_093","Item_094","Item_095","Item_096","Item_097","Item_098","Item_099","Item_100","Item_101","Item_102","Item_103","Item_104","Item_105","Item_106","Item_107","Item_108","Item_109","Item_110","Item_111","Item_112","Item_113","Item_114","Item_115","Item_116","Item_117","Item_118","Item_119","Item_120","Item_121","Item_122","Item_123","Item_124","Item_125","Item_126","Item_127","Item_128","Item_129","Item_130","Item_131","Item_132","Item_133","Item_134","Item_135","Item_136","Item_137","Item_138","Item_139","Item_140","Item_141","Item_142","Item_143","Item_144","Item_145","Item_146","Item_147","Item_148","Item_149","Item_150","Item_151","Item_152","Item_153","Item_154","Item_155","Item_156","Item_157","Item_158","Item_159","Item_160","Item_161","Item_162","Item_163","Item_164","Item_165","Item_166","Item_167","Item_168","Item_169","Item_170","Item_171","Item_172","Item_173","Item_174","Item_175","Item_176","Item_177","Item_178","Item_179","Item_180","Item_181","Item_182","Item_183","Item_184","Item_185","Item_186","Item_187","Item_188","Item_189","Item_190","Item_191","Item_192","Item_193","Item_194","Item_195","Item_196","Item_197","Item_198","Item_199","Item_200","Item_201","Item_202","Item_203","Item_204","Item_205","Item_206","Item_207","Item_208","Item_209","Item_210","Item_211","Item_212","Item_213","Item_214","Item_215","Item_216","Item_217","Item_218","Item_219","Item_220","Item_221","Item_222","Item_223","Item_224","Item_225","Item_226","Item_227","Item_228","Item_229","Item_230","Item_231","Item_232","Item_233","Item_234","Item_235","Item_236","Item_237","Item_238","Item_239","Item_240","Item_241","Item_242","Item_243","Item_244","Item_245","Item_246","Item_247","Item_248","Item_249","Item_250","Item_251","Item_252","Item_253","Item_254","Item_255","Item_256","Item_257","Item_258","Item_259","Item_260","Item_261","Item_262","Item_263","Item_264","Item_265","Item_266","Item_267","Item_268","Item_269","Item_270","Item_271","Item_272","Item_273","Item_274","Item_275","Item_276","Item_277","Item_278","Item_279","Item_280","Item_281","Item_282","Item_283","Item_284","Item_285","Item_286"
65,48,48,46,54,67,51,52,47,53,69,49,51,43,52,69,50,49,44,53,70,49,50,46,53,71,47,48,44,52,70,51,52,44,55,71,48,49,44,53,68,49,49,44,53,66,49,50,44,53,66,49,51,43,52,67,49,49,45,51,65,51,49,46,52,69,47,48,45,54,65,51,51,43,50,70,51,51,47,51,68,50,50,43,51,66,47,52,45,52,66,51,51,46,51,65,48,50,45,50,71,49,48,46,54,70,48,48,43,54,66,47,49,46,55,66,50,50,44,52,67,49,51,43,50,65,49,49,45,53,66,49,50,45,52,67,48,48,43,51,71,47,50,46,54,70,50,49,46,52,65,51,50,44,50,65,50,48,45,54,71,47,51,43,52,65,51,51,44,51,67,50,50,44,52,68,47,49,45,52,66,48,51,47,54,67,51,48,44,52,71,47,50,46,51,68,51,48,45,51,69,49,49,44,52,65,49,49,46,51,71,48,50,43,50,66,51,52,44,51,66,51,49,44,53,67,47,50,46,52,67,47,49,45,54,66,47,49,47,53,71,51,48,46,53,65,47,51,44,52,70,50,49,46,51,68,51,51,44,53,69,47,51,46,50,68,48,52,43,51,70,47,48,44,52,67,49,48,47,52,66,49,52,44,53,67
35,61,49,61,42,36,59,48,62,41,36,59,49,59,40,33,58,48,58,39,34,58,49,57,40,34,59,45,59,40,35,59,46,59,39,36,57,47,56,40,35,61,46,57,39,36,61,45,59,41,36,58,49,57,39,35,56,48,61,42,34,61,49,59,41,34,60,49,58,43,35,56,45,60,41,34,62,49,59,39,35,56,46,56,41,33,61,49,59,39,36,58,46,61,43,33,61,48,57,43,33,61,49,62,40,35,60,47,60,39,33,61,46,58,42,36,59,48,58,41,36,59,48,62,42,34,61,47,56,41,35,62,46,60,43,36,57,48,59,42,34,59,49,57,41,36,60,46,58,41,36,59,46,59,42,34,58,45,61,42,35,58,49,60,42,36,59,48,57,40,34,58,49,57,40,36,61,47,59,42,36,61,46,57,42,33,60,46,59,39,34,57,46,60,41,36,59,47,61,41,36,58,47,58,43,36,59,47,61,42,36,62,48,59,42,36,59,45,57,40,35,56,48,60,43,34,58,48,61,42,34,59,45,58,43,34,60,47,60,43,35,62,47,60,42,34,59,47,59,43,33,59,47,59,42,33,58,47,60,43,34,59,49,61,41,36,60,47,61,43,35,57,45,60,41,34,58,45,62,42,36,60,49,58,42,33
48,49,65,49,43,46,49,66,46,45,50,49,68,47,44,47,49,67,46,44,49,50,64,49,44,47,48,64,48,45,46,52,64,47,42,50,51,67,46,41,46,52,65,48,42,47,51,68,50,42,47,48,68,46,41,49,50,64,48,41,47,49,63,48,44,48,51,63,48,44,46,50,63,48,45,49,51,62,50,45,46,52,66,49,43,47,52,62,47,44,50,51,66,50,42,46,48,67,47,42,46,52,66,48,45,49,49,64,50,44,46,52,68,48,41,50,51,64,46,42,46,51,62,46,44,48,49,63,47,42,47,48,67,48,41,49,52,67,49,43,49,52,64,49,44,46,50,66,47,44,48,48,66,46,42,49,49,62,48,42,47,50,64,49,44,47,48,64,50,44,48,50,63,48,45,49,48,65,47,43,46,48,64,48,44,50,49,68,49,44,47,50,65,48,43,48,49,67,48,44,48,51,64,46,44,46,52,63,49,43,49,51,67,46,41,46,48,63,50,42,47,49,65,46,44,48,51,65,49,42,47,51,63,50,43,47,51,63,49,42,49,51,68,47,45,49,52,65,46,41,47,48,64,49,44,49,49,63,49,44,50,52,68,47,44,47,49,63,49,43,46,48,64,47,42,48,49,66,47,42,50,52,68,46,43,50
50,41,29,38,58,50,39,29,37,58,50,42,29,37,61,49,39,30,38,62,48,39,30,37,60,51,38,29,37,60,50,39,28,37,62,48,40,30,37,60,48,41,29,38,64,50,41,30,39,61,48,41,30,39,59,51,41,29,38,63,49,41,28,37,63,49,41,30,37,63,49,38,28,36,61,50,39,28,39,61,47,42,30,37,58,50,42,30,39,62,50,42,28,40,61,49,41,29,37,64,48,38,30,38,60,48,39,29,37,59,48,39,29,38,59,49,40,30,38,59,51,42,28,37,64,51,42,30,36,59,50,39,30,39,63,47,40,30,39,60,48,40,29,40,61,50,38,30,37,59,48,39,29,38,64,50,39,29,39,61,50,40,28,37,61,48,42,29,37,62,47,39,29,37,63,50,38,29,39,64,51,38,30,38,59,50,42,29,37,60,48,41,29,37,58,48,40,29,36,61,48,39,29,37,64,47,42,30,39,62,47,38,30,39,63,48,38,29,39,59,49,39,30,39,62,49,41,28,39,61,50,39,30,36,62,47,40,30,40,58,48,39,29,38,58,50,41,29,37,63,47,41,28,39,59,49,39,28,37,60,51,39,29,38,63,49,39,30,37,63,48,40,30,37,61,48,40,28,39,59,48,41,29,38,59,50
39,47,49,53,46,38,47,52,56,48,41,50,49,55,48,37,48,50,54,46,37,48,50,56,49,41,49,50,56,49,39,47,49,55,46,37,47,52,54,49,39,47,51,52,50,38,46,52,56,47,40,46,51,55,46,40,46,51,54,47,41,47,48,57,48,41,49,49,53,48,41,49,48,58,48,38,49,50,57,46,38,48,52,56,49,41,47,49,53,48,40,47,50,56,49,41,47,48,55,47,39,46,51,57,47,40,49,49,56,48,40,47,51,55,50,39,47,49,56,48,40,46,48,55,46,37,46,52,58,48,40,49,48,56,47,40,46,51,57,50,40,47,50,58,50,40,46,50,57,50,40,49,49,56,47,37,48,51,54,48,38,50,48,54,47,37,48,48,57,48,40,48,50,57,48,39,48,50,54,48,40,50,49,53,50,40,48,50,55,49,39,48,49,56,46,37,47,51,56,48,40,47,50,55,47,40,47,48,53,47,37,47,50,54,49,38,46,51,55,48,38,49,48,55,46,40,46,51,56,49,38,49,48,56,50,38,49,50,54,47,38,48,51,56,46,38,50,48,58,47,40,48,50,54,49,41,46,48,54,47,41,47,50,56,47,37,50,50,56,48,38,47,49,56,49,37,49,49,57,47,37,48,50,57,48,38
51,43,73,80,62,54,43,75,76,59,50,44,75,80,61,53,45,73,78,61,51,45,74,77,62,54,46,75,81,58,53,45,77,80,57,54,43,77,78,63,52,45,74,75,57,54,43,77,79,60,54,43,70,78,61,53,43,75,74,60,50,46,77,79,59,52,44,75,76,58,53,45,78,80,58,50,44,77,73,59,53,47,75,81,59,50,44,77,77,61,50,43,74,74,58,53,45,74,80,61,50,45,72,79,58,52,45,72,79,58,51,47,76,80,63,51,46,73,75,57,53,46,74,79,60,52,45,73,76,60,52,46,77,77,61,54,45,71,74,57,51,45,77,78,61,50,45,76,76,61,51,46,75,77,61,54,44,78,75,62,52,46,75,75,59,50,46,77,76,63,50,45,74,79,61,50,45,72,79,63,52,46,75,78,58,51,44,73,73,58,52,43,75,73,61,50,43,76,77,61,50,46,73,76,58,52,45,73,76,62,53,46,76,76,62,50,45,74,74,61,52,47,72,76,57,50,46,76,80,58,52,44,72,75,60,52,46,78,75,62,54,45,71,79,60,54,45,75,77,61,51,45,78,74,59,50,46,76,80,58,54,43,75,75,58,53,43,77,75,61,53,45,72,78,62,55,44,75,76,63,51,45,70,75,58,52
39,52,47,76,45,39,53,45,76,47,39,53,47,73,47,37,53,44,74,43,39,54,44,70,43,40,50,46,73,44,39,53,45,74,46,36,50,46,74,47,36,49,48,76,44,37,53,47,70,46,39,51,45,74,46,37,53,47,70,45,40,52,46,74,45,38,54,46,75,43,39,52,47,71,44,38,51,46,76,44,36,54,44,70,46,37,51,47,76,46,39,54,48,77,45,38,54,46,73,45,39,53,45,75,45,36,51,45,75,46,37,50,48,70,45,39,51,44,73,47,37,51,45,73,45,39,51,45,71,44,36,52,47,75,46,36,54,47,76,45,40,50,45,70,44,39,50,45,70,46,38,50,44,74,47,39,52,46,75,47,38,53,44,72,47,39,51,46,76,45,37,52,46,74,45,38,51,47,70,46,37,54,47,75,46,37,50,47,71,45,39,49,44,75,46,36,52,46,71,45,39,52,48,70,45,38,51,44,70,47,39,52,48,73,45,36,52,44,73,45,36,52,46,70,47,37,53,48,75,47,39,50,48,71,45,40,51,48,75,44,40,51,45,73,46,40,51,46,73,44,38,52,47,75,47,37,52,47,73,43,39,53,45,71,44,36,51,48,69,45,36,54,47,75,44,38,51,44,74,46,39,54,46,71,43,40
51,41,64,46,60,51,40,62,49,57,49,43,60,49,61,51,39,61,48,61,49,40,62,46,59,47,42,61,47,58,48,41,61,50,58,50,43,64,50,58,47,41,60,46,57,49,42,65,48,57,48,42,64,47,58,51,41,63,48,58,47,40,64,49,62,50,43,63,50,56,50,42,60,46,61,48,42,60,46,62,47,42,64,46,57,47,39,60,46,56,47,40,63,48,56,49,43,63,46,62,48,39,66,47,56,50,43,62,49,59,48,41,61,46,59,51,43,60,48,61,50,41,62,48,61,48,41,60,49,61,49,42,60,49,56,50,40,66,46,58,50,42,62,49,61,48,39,61,50,60,48,41,63,50,60,51,39,63,50,57,49,40,63,49,60,48,41,63,48,57,48,40,60,49,61,48,40,63,47,58,49,42,65,47,62,48,41,65,46,60,48,39,63,48,59,48,41,64,47,61,49,41,63,48,62,47,43,65,46,59,50,41,60,47,56,50,41,64,46,61,50,40,61,50,58,49,42,61,50,62,48,41,65,47,60,48,42,66,48,59,49,40,63,46,60,47,42,60,46,61,49,42,64,46,60,48,41,62,47,62,50,42,63,50,61,50,43,66,50,59,48,41,66,48,61,50,42,65,46,56,47,41,62,47,61,51
33,40,53,51,49,31,42,56,51,53,32,41,52,47,49,33,40,52,51,50,32,40,55,49,51,34,42,55,48,51,33,41,55,47,52,34,41,53,50,50,34,42,51,49,50,34,40,53,47,49,32,43,57,48,49,32,41,53,49,53,33,39,53,47,50,34,41,56,48,51,32,40,53,49,51,33,42,54,49,51,33,42,56,48,51,33,40,53,50,52,34,42,54,51,49,33,42,54,51,52,34,40,52,50,53,33,42,55,48,50,31,40,55,50,51,33,39,56,47,52,33,41,55,50,50,33,39,53,51,49,32,39,52,51,49,34,41,56,48,50,34,42,53,49,52,34,40,55,48,50,35,39,53,50,53,33,40,56,51,49,32,43,54,48,49,33,41,53,49,50,32,43,57,47,49,31,43,54,47,48,34,42,53,48,53,34,40,52,47,50,35,43,53,47,48,35,42,55,47,51,32,41,55,50,52,33,39,54,48,51,32,41,55,50,49,34,41,52,49,49,32,40,54,50,52,34,41,54,48,53,34,42,56,47,53,34,39,55,50,49,32,40,56,50,51,33,41,52,47,49,33,42,55,50,49,33,43,53,47,53,34,39,56,50,50,32,43,56,51,48,34,42,53,48,50,34,41,55,51,50,33,41,52,48,53,33
43,52,55,46,48,43,51,55,49,50,42,52,54,48,50,43,54,53,47,50,43,52,53,46,47,45,51,54,48,49,46,52,52,49,49,44,52,55,46,50,45,54,52,49,47,43,54,55,46,47,46,55,55,47,49,42,54,51,46,51,44,52,53,49,48,46,55,52,46,47,46,54,51,47,50,42,53,54,50,49,43,55,53,47,48,44,54,55,50,50,44,51,54,49,51,46,52,51,46,48,43,51,55,50,51,44,53,54,47,49,42,56,54,47,51,46,52,53,46,50,45,50,51,49,50,45,54,53,49,49,43,55,51,47,48,46,53,52,48,49,44,52,51,50,47,43,52,51,47,51,42,53,53,46,49,44,54,54,46,50,46,52,54,47,47,44,55,51,49,51,42,53,55,49,48,42,53,56,50,49,42,54,54,48,48,42,54,55,50,50,44,52,52,47,48,44,54,53,46,51,46,52,53,47,51,43,54,54,48,51,45,52,54,47,48,44,52,51,47,51,45,51,55,50,50,45,54,53,49,49,46,53,51,47,51,42,51,52,47,48,43,55,52,47,51,43,52,51,48,51,42,52,50,49,49,44,55,53,46,50,45,52,52,48,49,46,53,53,47,48,43,53,55,49,48,44,53,52,50,50,43,51,53,48,48,46
54,61,51,35,32,51,57,48,33,32,55,58,47,35,29,54,60,48,36,32,53,62,51,35,31,55,62,50,34,30,54,57,50,33,32,54,60,47,34,31,56,61,48,35,32,51,57,47,32,32,54,62,47,33,32,53,61,51,33,32,54,57,51,33,32,56,59,51,34,32,52,58,47,33,32,53,57,49,34,30,52,60,50,35,31,56,56,51,35,30,55,59,50,35,31,55,58,47,35,30,52,59,47,35,32,55,60,51,36,32,54,60,47,34,32,52,60,48,33,30,54,57,50,34,32,53,59,48,33,30,52,56,51,32,32,56,61,49,35,31,55,59,49,34,32,53,59,49,35,31,56,62,48,34,30,53,56,50,33,32,55,60,49,34,32,53,58,51,35,32,53,60,47,35,30,55,57,50,35,32,53,60,51,33,30,54,61,51,34,32,52,61,49,35,32,56,58,50,33,30,52,57,49,33,31,52,57,47,35,30,52,59,47,34,31,52,60,51,35,31,56,56,48,34,30,54,59,50,35,31,51,60,49,33,30,53,56,50,32,30,56,61,50,35,31,54,58,50,33,29,52,62,51,36,29,56,59,50,34,31,56,57,47,33,30,53,57,47,36,32,54,62,49,35,31,52,62,50,36,31,55,60,50,35,30,56
26,69,42,61,36,26,65,43,59,38,24,69,44,60,36,25,65,41,58,37,26,64,45,62,37,26,64,44,59,37,24,69,44,60,36,26,68,44,59,36,24,68,45,57,37,24,69,44,58,37,25,68,42,57,38,26,70,41,59,36,26,69,41,62,34,24,65,41,57,37,26,68,43,61,35,26,65,42,58,35,24,67,42,59,37,24,64,45,59,35,25,66,44,60,36,25,64,43,60,35,25,65,43,60,37,25,66,45,60,35,26,70,44,59,34,24,67,44,57,36,24,64,45,61,37,24,66,42,60,35,25,65,45,60,36,26,64,41,59,37,26,70,43,59,35,24,64,42,61,35,24,66,41,58,36,25,64,42,61,35,25,64,44,62,38,25,64,43,62,35,26,69,45,61,35,24,65,43,63,35,25,70,44,59,34,26,65,44,59,35,26,66,43,59,38,25,67,44,60,36,25,65,45,62,34,24,64,42,60,35,24,69,42,61,36,26,67,43,61,36,25,67,44,59,35,25,64,41,58,35,24,66,41,62,36,25,67,42,57,36,25,70,42,62,35,25,65,41,60,38,24,68,45,60,35,24,67,42,57,37,24,67,41,58,35,25,69,44,60,34,25,64,44,57,36,26,70,42,62,35,26,69,43,58,35,26
49,54,48,58,55,50,54,49,60,57,47,51,48,60,59,46,54,51,59,56,48,52,51,60,58,50,53,50,56,56,47,53,48,57,55,48,51,49,58,56,49,54,48,61,58,46,51,51,60,56,48,51,47,61,59,49,51,48,55,55,47,52,47,57,57,49,53,48,60,58,46,50,51,56,56,49,54,51,56,57,50,54,49,58,59,50,52,50,58,56,49,51,49,57,56,49,54,47,56,59,46,54,50,58,57,47,54,47,60,60,49,52,49,58,58,48,52,49,57,56,48,55,51,56,54,47,53,48,57,56,49,54,49,55,59,47,54,50,58,56,48,56,51,57,59,50,55,48,61,55,47,52,50,59,57,48,51,50,58,57,47,55,48,58,58,47,53,50,58,55,48,51,47,56,56,47,52,50,59,54,48,53,47,55,54,50,52,50,58,55,47,50,51,61,56,50,55,49,56,58,47,54,50,60,58,47,55,50,59,56,48,53,51,57,56,47,53,51,56,56,48,55,47,56,55,46,54,51,57,55,49,51,49,56,56,47,51,49,60,58,50,55,51,58,56,50,52,50,57,58,46,52,48,58,58,50,55,50,57,59,46,52,50,58,58,49,53,51,58,57,47,52,48,59,59,49,55,50,59,57,49,53,48,56,55,50
57,45,46,54,37,59,44,42,52,36,59,45,45,56,36,59,47,44,56,37,59,47,44,51,38,55,48,45,56,38,54,45,43,54,37,54,45,46,52,36,57,46,43,52,37,55,44,43,51,38,54,46,45,53,37,58,46,42,56,38,57,46,44,57,36,53,47,45,53,36,54,44,43,53,36,54,47,44,55,36,58,48,42,53,38,58,44,46,55,36,58,44,45,54,37,57,45,44,55,36,55,47,44,55,37,58,44,46,51,37,58,47,42,55,38,56,48,45,53,36,58,45,43,52,39,53,44,46,56,37,58,48,45,55,38,55,44,46,56,36,56,47,46,53,37,59,46,45,56,37,56,45,43,56,38,58,44,45,54,36,58,47,44,53,38,58,47,42,52,35,56,48,43,57,37,54,47,44,56,38,58,48,45,55,38,59,48,46,54,39,56,47,42,52,38,54,44,44,56,35,55,44,45,53,36,58,46,45,57,38,55,48,43,54,37,56,47,45,57,39,57,47,42,55,36,59,47,43,51,38,56,46,42,52,37,57,47,43,52,37,59,47,42,56,38,57,46,45,52,38,58,48,43,55,35,55,45,42,52,37,58,45,44,53,37,53,47,43,55,37,59,47,45,52,38,58,47,42,54,36,56,46,44,53,36,55
52,37,51,49,41,54,35,53,47,37,55,37,51,49,40,55,35,55,50,40,54,37,51,48,37,53,36,52,49,40,51,36,54,49,40,52,37,54,47,41,51,36,54,49,38,54,35,55,50,38,54,34,52,47,41,56,35,51,50,40,52,36,54,50,40,51,37,52,50,40,52,38,55,51,40,51,37,55,48,37,52,37,55,49,37,52,36,56,51,37,52,38,53,51,41,54,35,51,51,40,55,35,54,49,40,53,36,55,49,39,51,37,52,51,38,54,36,55,51,40,55,35,52,51,40,55,37,51,47,40,54,35,52,47,39,55,37,55,49,38,51,36,51,48,39,52,37,50,50,41,52,36,54,51,39,51,35,55,50,38,54,37,53,51,38,53,35,52,48,40,55,37,52,47,39,51,38,51,51,38,54,35,52,49,40,51,37,54,48,40,50,37,53,49,38,53,35,54,48,39,54,36,52,48,40,54,36,54,49,39,52,36,53,49,40,53,34,55,49,37,54,37,54,50,38,54,34,51,51,37,52,36,55,49,40,55,34,54,51,37,52,35,54,47,39,54,35,50,48,38,52,38,53,51,41,53,35,54,49,39,52,36,50,50,39,56,36,52,48,37,53,36,50,51,41,51,36,55,50,37,51,35,51,49,39,51
59,43,36,32,50,58,41,35,32,51,58,42,33,32,52,57,39,36,30,51,56,40,34,30,54,57,39,36,30,53,58,39,36,30,51,57,39,36,32,52,58,41,34,32,50,59,40,35,31,50,59,40,35,30,54,56,42,36,30,51,55,41,34,30,52,59,43,35,32,50,59,42,37,31,52,56,42,35,32,51,59,41,35,29,53,56,43,36,31,52,56,41,37,31,49,55,42,34,31,54,57,43,34,32,52,54,41,35,32,54,57,40,36,32,53,56,41,36,32,52,55,40,35,31,53,59,43,33,32,53,55,42,34,32,53,58,42,34,30,52,58,39,36,30,50,58,42,34,31,50,60,42,36,32,52,59,42,35,32,54,55,41,35,32,49,55,41,36,31,51,56,43,36,31,52,56,41,34,30,52,56,43,34,32,51,60,40,36,32,53,58,41,35,32,54,55,41,35,32,53,60,41,34,33,53,59,40,34,30,55,57,41,35,31,53,58,42,35,30,52,56,42,36,32,54,57,42,34,33,55,55,39,35,31,53,57,42,36,31,51,54,41,34,31,51,54,41,36,32,53,54,43,36,30,54,55,41,34,30,50,54,41,36,32,53,59,40,37,31,54,60,43,35,31,51,55,40,35,31,53,59,40,34,31,53,58
40,59,48,59,59,39,63,46,54,58,39,59,46,58,61,39,59,46,56,61,40,62,48,60,59,38,62,48,55,56,40,59,49,55,56,41,61,45,59,60,42,62,47,56,59,41,60,46,57,58,38,60,45,58,61,41,62,49,54,58,41,61,45,54,59,41,64,45,59,59,38,62,46,56,60,39,63,48,56,58,39,61,47,55,57,40,63,48,56,60,41,58,48,58,62,40,62,46,58,56,41,60,49,59,62,42,61,48,57,57,40,58,45,57,59,40,60,47,56,59,41,62,48,56,61,38,60,48,58,58,40,64,47,59,60,40,60,49,59,60,42,59,46,58,59,41,60,47,60,61,41,63,45,56,61,42,60,48,56,59,38,58,45,57,58,39,64,45,60,56,40,62,45,60,57,39,64,49,57,59,40,61,45,60,62,40,58,46,59,57,42,64,47,59,60,38,59,47,59,61,41,62,47,60,58,42,61,47,57,56,41,62,48,58,60,39,62,47,55,61,41,61,48,60,62,42,60,49,57,61,38,64,47,57,60,42,59,49,56,58,40,64,46,55,58,40,62,48,56,57,41,60,45,56,58,38,62,47,60,62,42,60,49,55,57,41,61,48,59,62,39,62,48,56,62,41,63,47,56,58,41,63,49,57,57,40
50,43,59,55,47,46,42,62,58,49,46,41,61,55,49,46,42,58,57,49,50,45,63,59,48,47,41,60,57,49,50,41,58,55,48,47,42,60,59,48,50,44,58,55,48,47,45,58,54,48,46,41,57,58,46,50,45,60,58,45,47,42,62,55,47,47,42,60,59,46,47,44,57,58,49,47,43,57,59,45,48,42,58,56,47,47,43,63,58,46,47,45,59,58,48,46,44,59,59,47,48,43,61,57,45,47,43,60,55,46,47,43,60,56,46,49,41,59,57,45,50,45,61,56,47,49,43,61,55,47,49,43,61,57,46,49,42,57,56,46,50,45,58,56,49,46,42,57,58,49,49,41,61,54,48,46,41,63,54,49,50,43,60,59,46,48,44,59,57,45,48,44,60,55,47,46,42,62,58,49,48,44,58,56,48,47,44,58,59,48,46,43,59,58,47,47,44,61,54,45,47,43,62,60,47,48,44,59,59,47,46,44,61,56,48,47,43,58,57,47,48,43,60,57,48,48,43,57,58,47,49,44,61,58,49,47,45,60,56,49,48,42,58,54,48,49,42,59,56,48,49,42,62,58,46,49,43,58,56,49,49,43,57,59,47,48,43,60,58,47,47,42,63,58,45,48,42,63,54,48,47,44,60,57,47,50
43,56,31,39,60,42,55,33,42,57,42,58,32,39,59,42,55,33,40,60,41,56,32,42,61,44,57,32,40,57,42,56,32,41,59,42,55,31,43,57,41,55,34,41,56,40,55,32,41,58,40,56,31,40,55,43,56,31,40,57,44,55,33,41,57,42,57,33,41,55,41,52,32,42,56,41,56,32,40,56,43,53,31,41,58,41,55,33,40,56,42,55,31,43,57,44,56,31,41,58,42,57,31,41,59,44,57,34,40,60,41,57,32,43,59,43,52,32,39,56,41,53,32,41,58,44,55,32,40,61,42,56,33,41,57,43,56,32,39,58,42,54,33,39,58,41,52,31,41,56,42,56,32,43,56,43,55,32,40,58,43,58,31,43,57,42,53,31,39,60,42,55,31,42,55,40,53,33,41,57,44,57,33,39,56,41,56,33,41,61,42,54,31,39,60,42,54,32,41,57,42,55,33,40,60,42,58,32,42,57,44,55,33,39,57,43,58,34,40,58,42,53,31,43,58,42,56,32,43,58,43,57,31,41,55,44,55,32,42,56,44,52,32,41,60,40,57,32,40,60,43,54,31,40,58,41,55,32,39,60,42,53,33,41,59,42,56,33,42,58,43,55,33,43,59,40,55,33,40,57,41,54,32,40,56,42
45,45,61,68,38,48,49,62,63,38,49,46,63,66,38,49,48,63,65,36,46,48,60,67,38,48,48,63,67,35,45,47,61,66,39,46,48,59,64,36,46,45,63,65,38,47,48,59,64,37,48,47,59,67,38,49,49,57,63,39,45,46,61,65,38,45,48,58,62,35,48,46,60,68,37,49,45,57,65,36,48,47,58,65,38,46,46,57,67,38,45,48,59,67,36,49,45,62,62,36,47,45,61,63,37,45,47,62,65,36,46,45,61,65,37,46,45,59,67,35,47,47,60,66,39,45,48,59,68,37,45,47,59,63,38,46,46,58,67,39,47,49,62,64,37,49,48,60,67,36,49,49,60,63,38,47,45,63,64,37,46,45,59,65,38,48,45,58,66,37,46,48,58,63,36,47,45,60,62,38,46,49,61,67,37,45,49,59,64,38,48,49,62,63,38,48,45,58,64,36,47,49,59,66,36,45,47,57,63,38,47,47,62,65,37,48,48,61,63,36,49,48,61,68,37,45,47,61,65,38,48,45,63,62,38,49,47,63,63,36,45,47,62,66,36,45,45,59,63,36,47,47,58,62,36,45,48,60,68,36,46,46,62,67,37,48,47,63,68,36,47,49,63,67,36,47,49,60,66,38,49,49,61,66,38,45
63,58,45,60,61,61,56,46,57,60,57,57,48,61,59,59,60,45,55,58,58,58,46,58,61,61,59,45,56,59,61,60,48,58,57,59,56,47,60,62,62,60,47,58,60,61,58,48,61,61,62,60,46,61,59,62,61,45,56,62,60,60,47,56,59,61,60,48,59,62,58,60,45,60,59,58,56,44,57,57,61,60,44,58,62,58,56,45,61,62,58,60,46,56,62,58,56,44,56,59,63,60,46,57,57,59,60,48,57,61,58,55,45,57,61,59,55,45,59,63,61,56,45,59,60,58,55,44,58,60,61,59,47,60,60,59,57,48,56,60,58,57,45,58,59,59,56,47,56,61,58,61,44,59,59,60,57,48,59,62,58,56,45,59,59,61,55,45,57,61,62,59,47,57,62,59,57,47,59,58,59,58,45,59,60,61,56,48,56,59,60,59,45,57,63,59,60,47,55,57,61,59,47,57,59,57,55,46,59,57,59,60,47,57,62,57,59,44,57,59,63,60,44,58,61,63,58,48,59,57,63,57,46,59,59,57,60,48,59,57,57,57,45,59,59,57,61,46,57,59,59,60,47,57,58,58,60,46,60,63,58,59,45,56,63,59,56,45,60,63,60,56,44,60,63,60,55,45,58,59,58,56,44,60,59,59
